"","posXY","posX","posY","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8a","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","angle"
"0-0","0-0",0,0,-53.8090909090909,-66.1001463818077,-64.8830736587309,-43.0709538696031,-68.0192088792512,-57.3983493098662,0
"0-1","0-1",0,1,-52.5848484848485,-67.8238474771352,-67.8494497293758,-40.8957732102127,-64.9782116973642,-58.2519975399254,0
"0-10","0-10",0,10,-54.8030303030303,-65.652209492635,-63.9988967691095,-46.1025783718964,-64.9506704980843,-51.5107270865335,0
"0-11","0-11",0,11,-53.4090909090909,-69.4872098859861,-70.8191196669516,-46.6871157881487,-66.3414722134234,-55.8861180038599,0
"0-12","0-12",0,12,-53.2969696969697,-68.0095516569201,-70.6521773683061,-47.2938720538721,-67.2635981665393,-54.8470074898646,0
"0-13","0-13",0,13,-55.9697242697243,-70.6790335241233,-71.447488210587,-45.1176749074167,-67.7965881485827,-54.7928233141617,0
"0-2","0-2",0,2,-56.1969696969697,-62.3169495643722,-62.8705328744189,-44.4024242424242,-65.4357528232033,-57.2206870598355,0
"0-3","0-3",0,3,-54.1878787878788,-62.5489316073689,-57.8293906810036,-42.6975558799443,-61.2765060546182,-53.553935446519,0
"0-4","0-4",0,4,-50.2817347789825,-64.5405907526236,-59.4364071920758,-44.3036849590666,-64.6300366300366,-56.2359901433692,0
"0-7","0-7",0,7,-57.6883514039477,-63.4800627240143,-64.0487187300123,-47.1684154809451,-54.470911276388,-57.2038557572265,0
"0-8","0-8",0,8,-53.3636363636364,-66.2620764092538,-64.7799489605045,-49.6143324349413,-56.9179761011434,-54.3303980526919,0
"0-9","0-9",0,9,-51.6454545454545,-67.0449410774411,-65.4828762584636,-49.2809523809524,-63.3780626780627,-54.5894001164822,0
"1-0","1-0",1,0,-50.2787878787879,-62.0838077403246,-67.5210934312526,-42.6899765917603,-64.5583098789755,-52.2050927314954,0
"1-1","1-1",1,1,-54.1764247984431,-62.1784484217653,-66.3072966507177,-43.5876565002779,-64.1620925030456,-55.2739642761819,0
"1-10","1-10",1,10,-55.2015846538782,-66.0667197633405,-71.3709114959115,-51.2875494071146,-65.0427736006683,-53.1555752867185,0
"1-11","1-11",1,11,-55.0030303030303,-65.7030715615621,-69.7168668954996,-47.0581350517735,-64.0433748403576,-51.1724789915966,0
"1-12","1-12",1,12,-53.8121212121212,-68.0340843619826,-71.5869296497165,-45.5610389426163,-66.2949573834405,-46.44454390354,0
"1-13","1-13",1,13,-56.3909090909091,-71.3931784589679,-74.2177304964539,-49.5385868943345,-69.0474940838404,-43.908074857388,0
"1-2","1-2",1,2,-56.6298860161245,-64.5826397300241,-60.812240752074,-39.8627615372466,-63.4120699827812,-56.6615794083957,0
"1-3","1-3",1,3,-51.6909090909091,-65.8135926573427,-57.5087331649832,-40.4308929241807,-61.2888267086034,-57.4324169530355,0
"1-4","1-4",1,4,-53.2666666666667,-63.991634656012,-61.4774901058428,-43.0250824029771,-61.3635758690132,-55.7447823576034,0
"1-5","1-5",1,5,-55.3151515151515,-68.3375455079031,-64.8985337594018,-41.5265015863288,-62.7459981878587,-55.5356086439846,0
"1-6","1-6",1,6,-49.5463008463008,-66.5935804565176,-64.2659601634321,-44.9063803601051,-60.9693741360408,-53.8156412307897,0
"1-7","1-7",1,7,-52.6636363636364,-68.2023126976543,-66.096572335855,-49.0538998729086,-53.2498675911214,-51.3825374810118,0
"1-8","1-8",1,8,-53.030303030303,-67.0428414608702,-64.4353672643146,-50.1312298071912,-55.5764522514523,-52.9640695252321,0
"1-9","1-9",1,9,-53.0424242424242,-67.2291438180888,-65.4748636516837,-46.4836649690258,-64.541499330656,-52.7251791751183,0
"10-3","10-3",10,3,-46.4817785397296,-52.7392486655645,-53.7080280830281,-52.9818482905983,-56.6728110599078,-70.9711431204229,0
"10-4","10-4",10,4,-49.3645259938838,-51.2881647940075,-55.8002426918007,-56.2686092508845,-55.8546896958158,-68.5869188337273,0
"10-5","10-5",10,5,-46.3393939393939,-51.5455512229706,-55.7450640275044,-56.3573500724288,-57.7139645089736,-71.7455337690632,0
"10-6","10-6",10,6,-43.268058968059,-50.7475234804182,-58.691319916039,-57.2676655567888,-54.8410566142525,-64.3090463555034,0
"10-7","10-7",10,7,-47.9090909090909,-48.8792643062562,-59.2019844418208,-61.7326381221118,-56.915774156305,-65.9743714877255,0
"10-8","10-8",10,8,-45.7393939393939,-52.9865293454491,-60.2666189282731,-58.0171481918239,-54.8899971009909,-63.7592690517503,0
"11-3","11-3",11,3,-48.7151515151515,-50.6004329004329,-54.006920613132,-54.4407281431091,-60.1285890707008,-67.7741364960466,0
"11-4","11-4",11,4,-52.7218946218946,-52.9723263467258,-56.2173252279635,-55.7869129438717,-58.4616153778109,-72.0347985347985,0
"11-5","11-5",11,5,-49.3909646927996,-49.5512002452367,-59.6655292306789,-57.1244816461217,-56.0546340753674,-66.3880732900876,0
"11-6","11-6",11,6,-47.2939393939394,-51.0534722222222,-60.1492424242424,-58.052764720526,-55.5569208894371,-70.0033184358081,0
"11-7","11-7",11,7,-47.8121212121212,-48.9261450967792,-60.1956994959492,-55.6704678362573,-52.5256741250717,-69.0493529097752,0
"11-8","11-8",11,8,-46.2545454545455,-47.0292260930559,-61.1584440062038,-58.48952482794,-53.7792192613371,-68.5529929684185,0
"12-3","12-3",12,3,-49.8258528197366,-48.6761689677633,-53.8036516278403,-55.6536111111111,-58.6599597928309,-66.6817258037648,0
"12-4","12-4",12,4,-48.5625521267723,-53.3815428483159,-55.3080444326975,-55.6862501231136,-57.5864917656757,-67.3843583492485,0
"12-5","12-5",12,5,-47.3030303030303,-51.2855564684461,-57.1017789144643,-55.3436254186869,-59.3313849271296,-68.9637758456095,0
"12-6","12-6",12,6,-50.4454545454545,-51.4279213282001,-60.7562724014337,-58.1581588835212,-55.7617261544666,-68.9288111320684,0
"12-7","12-7",12,7,-49.1909090909091,-52.8865510329028,-55.7611270795227,-60.2089859943978,-51.2065694794879,-66.3724747474747,0
"12-8","12-8",12,8,-49.4140291806958,-51.3648148148148,-59.731729879741,-56.7093967169902,-52.9778393534554,-70.5896304070461,0
"13-3","13-3",13,3,-50.8035585209897,-47.4111871105031,-51.43034257355,-56.5584233423342,-57.3441211052322,-68.3780195681511,0
"13-4","13-4",13,4,-51.2778050778051,-49.9689448111478,-54.950375419088,-56.2417006802721,-58.7618903620264,-68.4337637494022,0
"13-5","13-5",13,5,-48.7060606060606,-49.6215486455884,-59.8668719962093,-53.635536823425,-60.6166321189577,-65.5884944507443,0
"13-6","13-6",13,6,-50.7939393939394,-51.242831786354,-59.7877110975622,-56.7632592398948,-59.1380970625798,-66.9241921021812,0
"13-7","13-7",13,7,-46.8363636363636,-50.2942491556401,-60.1996336996337,-59.4901185030301,-52.7749158249158,-67.6397231491781,0
"13-8","13-8",13,8,-50.8880177926049,-52.1226348938354,-59.9836684040705,-58.2343336764249,-55.2884351683807,-62.2565570768537,0
"14-3","14-3",14,3,-50.7812065610231,-54.5588985381387,-53.2111469587835,-58.8807239057239,-58.7818939169871,-71.8649235118997,0
"14-7","14-7",14,7,-49.6663376888147,-52.2266009852217,-57.6830967813206,-54.8931167286526,-52.5647512210012,-69.6997184318822,0
"14-8","14-8",14,8,-50.3515151515152,-49.1816860442719,-56.2974984972488,-61.2623400690214,-55.7572565489857,-66.3248934356351,0
"15-3","15-3",15,3,-54.5287343362267,-51.8457557185116,-51.260017257793,-61.8089003195386,-58.5033053920694,-71.2756247913551,0
"15-7","15-7",15,7,-50,-52.6702172348724,-59.5067761997587,-57.5232498673228,-52.5196869392787,-70.3576646090535,0
"15-8","15-8",15,8,-48.5393939393939,-53.1290032679739,-58.6820001077354,-53.8669221023868,-52.4715038314176,-69.8032907795633,0
"16-3","16-3",16,3,-54.1787878787879,-55.7437866792705,-54.0322628760129,-63.2724964700771,-58.0146430367019,-72.9521453725277,0
"16-7","16-7",16,7,-52.214845704754,-57.9661786013879,-56.6599256320319,-58.4447300808864,-52.2127044491089,-71.5067905739632,0
"16-8","16-8",16,8,-52.4333333333333,-52.6390817469205,-58.0122335753915,-56.3979978703048,-53.013996948894,-72.4287878787879,0
"17-3","17-3",17,3,-52.1055965055965,-53.8913077403246,-54.727985395189,-62.5881526556983,-55.6321395909544,-71.9786103933391,0
"17-7","17-7",17,7,-52.1867209299931,-57.1813369813869,-56.8768617996551,-55.5065653825285,-48.3623487574578,-69.4897577421773,0
"17-8","17-8",17,8,-51.4848484848485,-53.5313037093552,-57.0484789399142,-58.8097855736616,-52.3051810237204,-76.285554136512,0
"18-3","18-3",18,3,-52.1673463608043,-54.6374926653273,-51.6624901497242,-60.2912861750943,-55.8020833333333,-71.4427717081758,0
"18-7","18-7",18,7,-50.4575757575758,-59.0641025641026,-58.5821695513392,-57.6866501731816,-50.5974620617478,-68.2698010924335,0
"18-8","18-8",18,8,-51.3333333333333,-59.5377922831926,-59.2553528437996,-57.2603815937149,-53.124086744798,-74.1965599247829,0
"19-3","19-3",19,3,-53.0725604670559,-56.3234481457326,-51.0448014896022,-61.6244008714597,-55.841296696159,-73.1317647058824,0
"19-7","19-7",19,7,-55.7181818181818,-58.9524488970064,-56.8322484138274,-60.4617857196407,-50.6427301813011,-71.3345350776713,0
"19-8","19-8",19,8,-51.8454545454545,-57.6428949357521,-57.5727528089888,-60.4629825765748,-52.8661352099254,-69.3358706895941,0
"2-0","2-0",2,0,-56.2558350677617,-63.9565770609319,-66.4836180358917,-38.0566292436105,-66.8725985844287,-58.1037342287342,0
"2-1","2-1",2,1,-54.4333333333333,-64.0256969475749,-62.1221872086552,-41.0849217089994,-62.1468209196077,-50.0350903997963,0
"2-10","2-10",2,10,-52.869696969697,-66.1989551304161,-66.8334270094733,-47.6501565925462,-64.3926450525319,-47.5182813324766,0
"2-11","2-11",2,11,-53.8314393939394,-69.1405416981607,-69.4073928373692,-46.5757555922504,-66.6688787571766,-42.0202717583559,0
"2-12","2-12",2,12,-56.0495495495495,-67.3666731872718,-70.1274999768884,-48.35,-66.9923400673401,-45.8167254716052,0
"2-13","2-13",2,13,-57.4889352237976,-71.475235280555,-72.6032419253161,-48.1935666362765,-70.9890312714233,-39.8339133089133,0
"2-2","2-2",2,2,-50.5666666666667,-64.1638252713019,-59.9275348585353,-41.0177034510174,-61.9937086381052,-51.8546899417686,0
"2-3","2-3",2,3,-53.6424242424242,-64.3126271519826,-59.2405337730114,-41.8629137942134,-62.5747949471762,-53.5510181452928,0
"2-4","2-4",2,4,-55.6791277258567,-61.9851372273047,-57.6344884612998,-43.0652076318743,-61.9922781011687,-51.7646974579305,0
"2-5","2-5",2,5,-50.8363636363636,-66.3142858257457,-62.8410866887771,-48.9691705342573,-61.8118207888323,-56.9521857024042,0
"2-6","2-6",2,6,-51.2,-65.931742948686,-61.8042290958115,-44.5959709032128,-59.814381270903,-54.6572416348164,0
"2-7","2-7",2,7,-52.7308763308763,-65.4822375397667,-65.7101016506216,-48.2105848125266,-55.2796925958216,-53.0773756987349,0
"2-8","2-8",2,8,-52.2727272727273,-63.7187163442694,-63.7819543343113,-49.3488142628696,-56.8876830318691,-50.0898303180921,0
"2-9","2-9",2,9,-50.8543230469836,-65.5299674928891,-68.0132900376992,-48.0030829536116,-66.4934943780127,-52.6368800201114,0
"20-3","20-3",20,3,-56.0259382819016,-56.3371989365647,-50.1822633506844,-58.2934286265113,-53.9109894043528,-74.4312638493194,0
"20-7","20-7",20,7,-53.3,-61.3424908424908,-55.0536165223665,-59.587984006734,-48.5820890060021,-69.6342737722048,0
"20-8","20-8",20,8,-51.7454545454545,-57.8942455394068,-57.4061160994954,-58.2331862196166,-51.7821371383597,-69.7574308405533,0
"21-3","21-3",21,3,-55.8636363636364,-60.2364688552189,-48.7974189451666,-61.0677445247105,-54.9115691489362,-75.9573156436488,0
"21-4","21-4",21,4,-56.0787878787879,-60.8138835160112,-52.6074783302506,-67.7087174380162,-49.7702012293306,-76.5224513111303,0
"21-5","21-5",21,5,-59.8909090909091,-61.0715791508396,-50.5029839074783,-66.4171591986536,-52.8024280481423,-78.1138110666412,0
"21-6","21-6",21,6,-58.88204058938,-64.6840989840779,-51.7845954448777,-65.3473094677889,-43.0409802738602,-74.8618689149855,0
"21-7","21-7",21,7,-56.5787878787879,-62.8609212761053,-55.311078825301,-63.3725860758119,-48.9352355873885,-68.8193390259329,0
"21-8","21-8",21,8,-52.8424242424242,-63.2745185356792,-54.2580556800637,-61.8710356749961,-49.3797579232362,-72.0344599205773,0
"22-3","22-3",22,3,-60.3377286377286,-59.3310179270798,-52.3300961538462,-60.7715956558062,-52.0603131016122,-72.3535470155955,0
"22-4","22-4",22,4,-56.8346399777592,-58.9752999098537,-53.360615942029,-62.4218724824334,-54.4594750393512,-75.4004932967339,0
"22-5","22-5",22,5,-56.2363636363636,-58.170673486786,-52.3914804890357,-67.0485391981617,-48.4516642777512,-76.8694195546706,0
"22-6","22-6",22,6,-58.330303030303,-62.7602657004831,-51.9452155968285,-65.5247874841744,-47.7219489505204,-74.1624789944886,0
"22-7","22-7",22,7,-55.4030303030303,-66.3377964141122,-53.3844931088377,-63.2582633859996,-46.3547481253118,-69.666549779978,0
"22-8","22-8",22,8,-55.6151515151515,-64.9448707109138,-57.0173831460643,-63.1354722010663,-47.8465732231814,-72.0009632616487,0
"23-3","23-3",23,3,-56.9,-59.4419805403421,-49.1627707651551,-61.4938447871058,-52.5253880807642,-74.002463228779,0
"23-4","23-4",23,4,-57.4606060606061,-59.0506136635169,-51.3488305352274,-63.9292311494146,-51.3245825544637,-75.0672424546672,0
"23-5","23-5",23,5,-57.3657214345288,-60.7982846533408,-53.1523674571043,-65.8714352501169,-48.9221071446342,-76.7850340492404,0
"23-6","23-6",23,6,-58.3470113983875,-63.4895042489145,-54.6879626264751,-63.9992375276651,-48.5971444970584,-70.6745260587366,0
"23-7","23-7",23,7,-56.1636363636364,-60.9297384213398,-53.9602367183755,-62.4238461538462,-50.1558352402746,-74.3959021810972,0
"23-8","23-8",23,8,-56.6708193041526,-61.4082966035779,-54.9613979314056,-62.9767281105991,-49.4116103564379,-73.4310555345038,0
"24-3","24-3",24,3,-56.6878787878788,-59.7289971932829,-50.8225775233283,-62.4265626846272,-56.4408785019384,-77.2938681287423,0
"24-4","24-4",24,4,-57.6818181818182,-61.7037397633499,-52.5792317924842,-64.0062830687831,-50.6590067340067,-74.5846654815122,0
"24-5","24-5",24,5,-59.9090909090909,-60.8522220602841,-54.5195823483058,-62.3086060170203,-48.18450370163,-73.2855453852021,0
"24-6","24-6",24,6,-57.3515151515152,-63.2480055136244,-48.9573376977632,-62.6690657366307,-52.286398467433,-74.7305641639973,0
"24-7","24-7",24,7,-57.9298860161245,-59.2350078178975,-54.9313620071685,-63.9520459300345,-48.1495608560807,-73.4001453488372,0
"24-8","24-8",24,8,-55.9969696969697,-64.8979091082965,-55.7920844542268,-62.6274377784477,-46.4582449964489,-76.1569094304388,0
"25-3","25-3",25,3,-57.4666666666667,-60.2143202467283,-50.851893930539,-62.2554945054945,-51.7069161954955,-75.8896558238528,0
"25-4","25-4",25,4,-57.7672191791458,-61.2559221601985,-50.7420335815179,-67.2394745777099,-51.9013748600129,-79.7145366710584,0
"25-7","25-7",25,7,-54.4212121212121,-62.4679547350855,-54.2637235096059,-67.5773314372072,-49.5229858516987,-75.4318274318274,0
"25-8","25-8",25,8,-55.5121212121212,-63.8460273805158,-56.5381297732581,-64.3252782723306,-48.3018345636127,-74.694041218638,0
"26-3","26-3",26,3,-55.3530442035029,-60.2006191950464,-50.9676268087183,-60.454538940074,-48.4336842138389,-76.103053557594,0
"26-4","26-4",26,4,-58.9121212121212,-63.9738520707284,-51.7775887514813,-62.2291666666667,-50.3209375108745,-72.5063102430946,0
"26-5","26-5",26,5,-59.2090909090909,-60.2459948443671,-54.5000485928697,-63.5298312288893,-48.7526139162084,-73.6961618960462,0
"26-6","26-6",26,6,-57.8969696969697,-64.0538982070561,-52.9998199766979,-62.9620126605421,-52.3624372759857,-75.3505347593583,0
"26-7","26-7",26,7,-57.6606060606061,-61.5371460363145,-54.7069459214621,-66.9250416189416,-52.0369806454144,-74.0194794115379,0
"26-8","26-8",26,8,-59.6699749791493,-60.0287991578314,-54.3833457256158,-64.6749534386425,-46.7411292411292,-76.8992248062016,0
"27-3","27-3",27,3,-58.1090909090909,-61.1255317781634,-44.3274428059382,-65.7890607519821,-48.3842932067223,-79.579856700863,0
"27-7","27-7",27,7,-55.3168195718654,-62.991772778721,-52.0782882176805,-67.0833615269222,-45.3555422598593,-72.1454011372517,0
"27-8","27-8",27,8,-54.4606060606061,-65.7214802656722,-52.3695917667183,-67.8358189800743,-45.1430163883967,-73.0853351414181,0
"28-3","28-3",28,3,-59.4110925771476,-63.4592777344177,-46.9648782597948,-61.1109599395314,-48.3194003837073,-79.478186116484,0
"28-7","28-7",28,7,-59.7837364470392,-62.663639868903,-47.573548665114,-64.558839857227,-45.3542387662532,-75.2775714067087,0
"28-8","28-8",28,8,-57.269696969697,-66.3035563973064,-51.1779968805704,-66.1018090245657,-46.9301536474805,-74.3116443942531,0
"29-3","29-3",29,3,-59.2935371413248,-63.4252935280641,-45.7609037420293,-63.5876023391813,-50.9673202614379,-74.1652790625964,0
"29-7","29-7",29,7,-54.4454545454545,-67.7529857174304,-49.5372775372775,-68.0252940755068,-44.9900655491081,-77.7308676986096,0
"29-8","29-8",29,8,-56.6363636363636,-63.2625826520092,-50.9449482326469,-66.3864180916474,-48.4812066240638,-77.0537536758346,0
"3-3","3-3",3,3,-53.3749235474006,-59.060891523935,-58.9059838011451,-48.5901785324163,-62.2674116894558,-54.941142063318,0
"3-7","3-7",3,7,-52.3379482902419,-62.2927341149226,-63.7986826772052,-46.2398268398268,-54.5701982920828,-50.4779066298755,0
"3-8","3-8",3,8,-50.3026132888518,-65.7025755248336,-65.0356677372806,-50.3657390228819,-59.9859893800781,-51.4649591149591,0
"30-3","30-3",30,3,-59.5075894075894,-64.183682507239,-49.8510250074065,-62.8398692810458,-46.7852650693356,-76.1756335282651,0
"30-7","30-7",30,7,-57.6424242424242,-64.8701227617484,-51.465561033916,-67.5563014605568,-44.0980483826562,-78.5714902621238,0
"30-8","30-8",30,8,-55.8090909090909,-65.6013533392174,-52.1067415730337,-66.2327466079941,-44.9227696901829,-76.0979682603379,0
"31-3","31-3",31,3,-58.5545454545455,-63.6959043131569,-46.4803805815896,-60.9625608371818,-42.2639443889444,-78.7647812338824,0
"31-7","31-7",31,7,-56.8030303030303,-65.6539664378337,-45.8197242841994,-68.2545709349442,-46.4663896622659,-75.2099830769594,0
"31-8","31-8",31,8,-55.4703363914373,-65.3657952069717,-45.6471864873562,-68.7520733758357,-44.9395365010993,-78.841760560115,0
"32-3","32-3",32,3,-60.4424242424242,-66.4247948327803,-43.2431148872225,-63.3363095238095,-42.5676877470356,-79.1273136135617,0
"32-4","32-4",32,4,-61.6666666666667,-65.9072863620509,-45.6826282878914,-66.4442984264413,-45.5963849016481,-77.8089951183697,0
"32-5","32-5",32,5,-64.1267445093133,-71.7747326456784,-46.2070019927163,-69.034358974359,-39.1382756104697,-80.8879322667546,0
"32-6","32-6",32,6,-62.9424242424242,-71.1406230263989,-49.1340758708982,-71.8175286789411,-44.5084896761346,-81.7294923594924,0
"32-7","32-7",32,7,-57.5787878787879,-62.0403176071539,-44.9355994152047,-65.0077721230067,-43.8036666357767,-76.5049925538484,0
"32-8","32-8",32,8,-54.7969696969697,-64.8978599773243,-49.7830765259404,-67.2494794328053,-43.4158884545379,-79.3767290249433,0
"33-3","33-3",33,3,-59.8310536558243,-63.6798350228583,-42.2705434579148,-62.9971768501714,-50.0628472650945,-77.3450624604907,0
"33-4","33-4",33,4,-61.3487628579372,-64.4174319727891,-49.4577122825971,-67.2710185185185,-44.1006896926252,-82.9571398451854,0
"33-7","33-7",33,7,-54.2484848484848,-67.566050986051,-44.4145242316785,-67.7865392201597,-38.7619636963696,-75.9529509851157,0
"33-8","33-8",33,8,-54.660355852099,-68.1339051652119,-47.9489592454143,-66.3505017921147,-39.6781825844518,-80.5404721231927,0
"4-3","4-3",4,3,-50.1192104531554,-60.2098214285714,-57.7694696182326,-52.6514395541457,-59.3526077097506,-59.6260119047619,0
"4-7","4-7",4,7,-50.3837364470392,-61.1494366141105,-62.9927066347059,-50.9975468975469,-53.0184582309582,-54.6276938232838,0
"4-8","4-8",4,8,-48.8121212121212,-64.6962885432051,-61.9718748684266,-47.8703264694953,-58.4722851212077,-58.8185735832795,0
"5-3","5-3",5,3,-50.7703085904921,-57.3106060606061,-55.3232355707975,-49.6002392344498,-58.2023399291067,-63.7166461556493,0
"5-7","5-7",5,7,-47.8121212121212,-60.8308928678724,-61.095662557314,-51.1680816624896,-50.9822132616487,-60.7458765962525,0
"5-8","5-8",5,8,-46.2989898989899,-63.1178971588635,-60.9983482009786,-51.6795273049931,-57.3886711947057,-59.6370848404087,0
"6-3","6-3",6,3,-47.6403494403494,-56.7228174603175,-56.1948728338198,-52.5959658943946,-56.3994213671633,-62.3551238188335,0
"6-7","6-7",6,7,-48.4037228664005,-59.575366261953,-65.8978596714835,-48.7967091109948,-56.059609472653,-60.0220430561418,0
"6-8","6-8",6,8,-48.7515151515152,-60.6324780823236,-60.5686189277816,-53.8294664122456,-56.463798570901,-63.1138888190376,0
"7-3","7-3",7,3,-45.8939393939394,-56.3926005747126,-55.9583737520236,-53.8240041404785,-57.8232210119108,-61.4713344525845,0
"7-7","7-7",7,7,-46.7403947734223,-58.042962962963,-65.0592722696039,-55.7239971896349,-56.7094735240005,-63.0188580148337,0
"7-8","7-8",7,8,-48.8823914823915,-59.7825740507376,-62.3689021608395,-53.4333062438296,-56.8243570720693,-64.2406455051878,0
"8-3","8-3",8,3,-49.1575757575758,-53.2719597940186,-56.8861774426291,-52.3711059131643,-59.0053930260047,-68.1282779816545,0
"8-7","8-7",8,7,-49.7878787878788,-56.7019281644282,-58.8112834168755,-56.2716025458836,-58.1740688795387,-61.8700231920725,0
"8-8","8-8",8,8,-46.7539842873176,-58.7319297642115,-63.9794100636206,-57.183465954587,-57.2225789192081,-61.00928173276,0
"9-3","9-3",9,3,-48.4835926835927,-51.8913638193529,-56.7232913325697,-47.1898189818982,-57.2420951772597,-60.7527602421219,0
"9-4","9-4",9,4,-44.7661449442552,-54.8133951349633,-54.5357924836601,-56.7190607410256,-58.2058950932546,-69.8616198616199,0
"9-7","9-7",9,7,-49.4206283013622,-55.0390680056378,-60.4169812380631,-58.6730208169995,-54.8979880324989,-64.3542143656854,0
"9-8","9-8",9,8,-47.0151515151515,-53.7781503194783,-60.491842448739,-58.4689535677508,-55.2341423984977,-67.1440591257402,0
"0-01","0-0",0,0,-53.0618618618619,-65.5372103459701,-63.4191370223979,-38.6777155655095,-66.3875493861857,-56.0393989818437,45
"0-14","0-1",0,1,-52.7818181818182,-67.1946378551421,-65.167419282005,-41.7102105362982,-63.7083704275229,-58.8715627573167,45
"0-101","0-10",0,10,-55.2666666666667,-66.9152981849611,-66.010472541507,-48.8495064764716,-67.3697881451431,-49.3822989120742,45
"0-111","0-11",0,11,-55.5606060606061,-70.086079398142,-70.1437026584747,-49.8784852652325,-66.6620090423872,-55.6553990496116,45
"0-121","0-12",0,12,-55.2666666666667,-69.2663972665747,-71.9653141167636,-47.1832838185779,-66.9058555075919,-54.1304542018828,45
"0-131","0-13",0,13,-56.3242424242424,-71.3313981125703,-72.48778125088,-43.7329398739567,-69.5697242841994,-54.7816704747398,45
"0-21","0-2",0,2,-55.6424242424242,-62.0196643410045,-61.6893068207791,-44.9824242424242,-62.7546568247803,-54.9033026898195,45
"0-31","0-3",0,3,-55.5878787878788,-61.633807637373,-55.785862616857,-42.8054489122382,-61.2940054789793,-54.0728828149401,45
"0-41","0-4",0,4,-50.0727272727273,-63.1523998452477,-58.5834466115051,-44.2380439334256,-62.7830596369922,-54.7377788639079,45
"0-71","0-7",0,7,-58.1309667465631,-62.7927405498282,-64.4142678831466,-46.2962440486687,-51.8197395882005,-60.4545557277541,45
"0-81","0-8",0,8,-53.082151793161,-68.4384347731122,-63.3498044925694,-51.8481791849171,-56.1347562652782,-53.5974435072373,45
"0-91","0-9",0,9,-50.8333333333333,-66.943779650437,-65.9631629968148,-50.7693018955155,-65.0331014377526,-53.5534524040639,45
"1-01","1-0",1,0,-48.2030303030303,-63.1710120413999,-65.6274317805458,-39.6052122641509,-64.5407188584134,-53.0114900378927,45
"1-14","1-1",1,1,-55.3612732832916,-63.1141209363851,-66.2087375300998,-42.2807056067926,-63.7939706650443,-53.9367610936179,45
"1-101","1-10",1,10,-56.5803725326661,-66.7145053111261,-73.0139382547277,-49.9024713150927,-64.9972411649278,-53.1433391574452,45
"1-111","1-11",1,11,-53.3484848484849,-65.8043702628608,-70.1378006304394,-47.2861816467556,-65.4226851851852,-49.4242063492064,45
"1-121","1-12",1,12,-55.6939393939394,-69.8847613445744,-71.8606761853678,-46.9507319250724,-69.4884999519831,-46.8879095993329,45
"1-131","1-13",1,13,-57.5393939393939,-71.088459981569,-75.1643814026793,-45.9195392752869,-69.522589869281,-42.0488358548004,45
"1-21","1-2",1,2,-56.0985970819304,-65.4724230117579,-58.7560630738358,-41.9449500894351,-61.8936709385758,-57.3590491553704,45
"1-31","1-3",1,3,-52.3657214345288,-62.2206439393939,-55.6674076289208,-40.4378778337878,-59.1459695657462,-57.1549255441008,45
"1-41","1-4",1,4,-52.3030303030303,-61.6159428491753,-59.5304842080426,-42.3371246445033,-59.4462650799633,-55.1340855673716,45
"1-51","1-5",1,5,-53.7030303030303,-66.5692170621553,-65.3085356773151,-40.0295661785023,-64.3177501906451,-59.089036216564,45
"1-61","1-6",1,6,-48.4947856947857,-66.666913789851,-62.4818692543412,-47.4489408110767,-60.9429785590834,-54.2088359989845,45
"1-71","1-7",1,7,-53.6151515151515,-67.3012180322211,-63.6261970073807,-46.3505103310929,-51.9749639037246,-52.7687004568404,45
"1-81","1-8",1,8,-54.3852272727273,-67.3440044461447,-64.1253439542913,-50.2910543685948,-52.2269813519814,-52.4192238641954,45
"1-91","1-9",1,9,-53.3242424242424,-67.8754713635359,-65.9435898149178,-47.9184101138524,-64.3360729740668,-52.1426864078965,45
"10-31","10-3",10,3,-46.6471941638608,-52.1735736083562,-51.0014677993401,-54.2233634421134,-57.2032770097286,-68.270858853954,45
"10-41","10-4",10,4,-50.7039199332777,-49.1840738849166,-51.893096634453,-58.9556873921098,-54.4721329455171,-68.7632885632886,45
"10-51","10-5",10,5,-44.6575757575758,-52.1871282839025,-56.4692981267385,-56.7793684210526,-59.2764324766456,-72.2232811470842,45
"10-61","10-6",10,6,-44.1848484848485,-50.680604288499,-59.3175451132659,-58.857591629833,-54.7649188929535,-66.7271448663854,45
"10-71","10-7",10,7,-49.1242424242424,-50.3817444649864,-58.4361209880055,-60.9975371120108,-53.4313851451369,-66.9866019118101,45
"10-81","10-8",10,8,-44.6606060606061,-54.4458561336679,-61.6460024646333,-58.3033117138365,-51.7783259540375,-66.1015620665171,45
"11-31","11-3",11,3,-49.3146232971921,-47.7994582415635,-52.9799784843414,-57.2680489704299,-60.3142574390124,-67.3241364960466,45
"11-41","11-4",11,4,-51.9848484848485,-50.9879978177851,-54.250873717883,-57.9675818781121,-58.0360421170258,-72.9520664520664,45
"11-51","11-5",11,5,-51.9644981929386,-51.0354174169539,-61.5315558696687,-58.1343278142247,-56.5078360458107,-70.6023225500652,45
"11-61","11-6",11,6,-46.4440366972477,-52.5043010752688,-61.2575933756166,-57.6554478990606,-54.3602138632034,-72.7947280228987,45
